Gene,Unnamed: 0,Count,Mean,Std,q1,q2,q3,q4,A,B
group_4066,918,419,0.00226717,0.00161702,0.001212121,0.002424242,0.003636364,0.006060606,298,121
group_97,919,270,0.030862575,0.076202162,0,0.002688172,0.010752688,0.629032258,200,70
group_2811,920,3,0,0,0,0,0,0,3,0
group_2278,921,2,0,0,0,0,0,0,2,0
dnaG,922,418,0.054463239,0.154996502,0,0.000564016,0.001128032,0.617597293,297,121
dapA,924,412,0.008874107,0.057491521,0.002283105,0.00456621,0.006849315,0.833333333,291,121
group_2045,925,417,0.002337024,0.00168122,0.001267427,0.002534854,0.003802281,0.010139417,296,121
group_2662,926,2,0,0,0,0,0,0,2,0
murA,927,417,0.002144707,0.001406889,0.000797448,0.002392344,0.003189793,0.005582137,296,121
group_1540,930,2,0.033018868,0.033018868,0,0.033018868,0.066037736,0.066037736,1,1
glmM,931,416,0.012363775,0.07245805,0.000749064,0.001498127,0.002247191,0.853183521,295,121
group_3008,932,4,0,0,0,0,0,0,2,2
apaH,933,419,0.000629812,0.000673436,0,0,0.001203369,0.004813478,298,121
group_2962,934,4,0.001582278,0.002042713,0,0,0.004219409,0.004219409,3,1
scpA,935,419,0.009030273,0.050872988,0,0.005847953,0.008187135,0.741520468,298,121
group_2136,937,417,0.000467499,0.001474529,0,0,0,0.01010101,296,121
sdcS,938,422,0.020642967,0.091412008,0.001412429,0.002824859,0.004943503,0.959039548,298,124
ptlG,939,209,0.019951679,0.125287699,0,0.000687285,0.00137457,0.986254296,139,70
group_1500,943,5,0.004698972,0.004698972,0,0.005873715,0.008810573,0.014684288,5,0
gdhA_2,944,417,0.027921235,0.083063051,0,0.001230012,0.002460025,0.61500615,296,121
mntH,945,419,0.023191219,0.057694682,0.00877193,0.016746411,0.027113238,0.999202552,297,122
sohB,946,418,0.008074715,0.065428779,0,0,0.000908265,0.982742961,297,121
group_2922,947,3,0,0,0,0,0,0,0,3
group_550,950,418,0.01076401,0.042851576,0,0.004938272,0.004938272,0.390123457,297,121
group_377,951,421,0.009737243,0.069253948,0,0,0.001715266,0.907375643,300,121
lptE,952,419,0.001694663,0.001746059,0,0.002083333,0.002083333,0.0125,298,121
group_3306,954,2,0,0,0,0,0,0,1,1
group_1181,955,281,0.009064037,0.063977163,0,0.001937984,0.001937984,0.544573643,165,116
glxK,956,419,0.071706386,0.081076124,0.000891266,0.002673797,0.16399287,0.204991087,298,121
group_1254,957,417,0.003305467,0.005488282,0,0,0.006535948,0.032679739,297,120
group_1473,958,3,0.103626943,0.115858444,0,0,0.233160622,0.233160622,2,1
gcvP,959,419,0.014938498,0.042165694,0.000350508,0.001752541,0.002804066,0.184367333,298,121
guaB,960,417,0.008381022,0.050450497,0.00273224,0.004781421,0.006830601,0.736338798,296,121
ubiE_1,961,419,5.93E-05,0.000426879,0,0,0,0.00623053,298,121
group_2851,962,5,0.000767386,0.001118648,0,0,0.002398082,0.002398082,2,3
group_2005,964,89,0,0,0,0,0,0,30,59
fokIM,965,418,0.005439236,0.052993302,0,0,0.000992063,0.943452381,297,121
group_204,966,300,0.132087463,0.233436203,0.000648088,0.000648088,0.391445237,0.996111471,183,117
group_985,967,3,0.104507608,0.112297356,0,0.010335917,0.227390181,0.23255814,3,0
group_438,968,443,0.126945495,0.245605219,0.002568493,0.004280822,0.006849315,0.946917808,318,125
tbp1,969,418,0.045046437,0.080595433,0.021877205,0.031051517,0.039167255,0.926252646,297,121
group_605,970,91,0.018478148,0.058796972,0,0.002923977,0.00877193,0.312865497,32,59
sdhC,971,419,0.001460232,0.002249965,0,0,0.002645503,0.018518519,298,121
group_2404,972,3,0,0,0,0,0,0,2,1
smg,974,417,0.001535587,0.001711818,0,0.002164502,0.002164502,0.010822511,296,121
pspE,975,419,0.000591219,0.005588696,0,0,0,0.085872576,298,121
purB,976,416,0.016649447,0.009738465,0.010211524,0.01750547,0.024070022,0.039387309,295,121
rffH,977,417,0.018015045,0.021410235,0,0.008073818,0.040369089,0.064590542,296,121
group_1655,978,2,0.234234234,0.234234234,0,0.234234234,0.468468468,0.468468468,2,0
group_1580,979,11,0.006241692,0.009590926,0,0,0.020979021,0.020979021,11,0
group_1468,982,10,0.073478261,0.083213777,0,0.006521739,0.169565217,0.172463768,8,2
group_905,983,4,0.278413217,0.272980812,0,0.28140886,0.545751634,0.562091503,4,0
group_776,984,419,0.006824788,0.063880583,0,0.00070028,0.00140056,0.767507003,298,121
group_2085,985,417,0.000798313,0.001367497,0,0,0.001718213,0.017182131,296,121
group_2939,986,3,0.001105583,0.00123608,0,0,0.002487562,0.002487562,0,3
group_2577,987,11,0,0,0,0,0,0,9,2
uvrC,989,419,0.001797692,0.00821768,0.000529942,0.001059883,0.001589825,0.121886592,298,121
miaA,990,418,0.005462188,0.02239168,0.001048218,0.003144654,0.004192872,0.335429769,297,121
group_1101,991,419,0.013222037,0.014321132,0.00143472,0.00143472,0.030129125,0.032998565,298,121
lrp_2,994,420,0.007164265,0.05063553,0,0,0,0.98136646,298,122
pimB,998,419,0.002434863,0.018425829,0,0.001788909,0.001788909,0.270125224,298,121
traR,999,417,0.002409638,0.002605482,0,0,0.004761905,0.014285714,296,121
dusC,1000,441,0.110422467,0.223908169,0,0,0.000998004,0.989021956,309,132
group_17,1001,466,0.356218618,0.239482231,0.051927616,0.394964595,0.583005507,0.822187254,335,131
group_2979,1002,2,0,0,0,0,0,0,2,0
group_2310,1003,14,0.001195073,0.00209024,0,0,0.004504505,0.009009009,11,3
group_2537,1004,61,0,0,0,0,0,0,36,25
group_945,1006,3,0.25620915,0.213015751,0,0.264705882,0.311764706,0.576470588,0,3
group_111,1007,476,0.361674715,0.286988491,0.001824818,0.472627737,0.618613139,0.770072993,324,152
group_1294,1008,419,8.56E-05,0.000873953,0,0,0,0.009009009,298,121
group_3409,1009,2,0,0,0,0,0,0,2,0
group_1766,1011,417,9.81E-05,0.000705205,0,0,0,0.01025641,296,121
group_1915,1012,89,0.000160978,0.000557784,0,0,0,0.004366812,79,10
rlmJ,1013,417,0.016039484,0.018482201,0.006578947,0.012061404,0.019736842,0.105263158,296,121
group_2444,1016,11,0.009374615,0.009809249,0,0.004975124,0.019900498,0.024875622,11,0
sodB,1019,424,0.057215321,0.154163979,0.005154639,0.008591065,0.025773196,0.939862543,301,123
pilE1_4,1021,11,0.180815107,0.191453406,0.021108179,0.052770449,0.419525066,0.501319261,4,7
group_478,1022,63,0.061972272,0.076210022,0.006410256,0.016025641,0.166666667,0.201923077,46,17
group_645,1023,19,0.117832782,0.113378977,0,0.018817204,0.23655914,0.239247312,18,1
group_590,1024,412,0.005812493,0.035058521,0,0.002012072,0.004024145,0.438631791,294,118
group_1615,1026,5,0.015886525,0.016535219,0,0,0.033096927,0.033096927,2,3
group_1866,1028,278,0.001526332,0.001578767,0,0.002164502,0.002164502,0.008658009,165,113
group_2,1029,654,0.335459148,0.176197618,0.195606695,0.312761506,0.456066946,0.900627615,433,221
group_3160,1031,2,0,0,0,0,0,0,0,2
group_350,1035,38,0.11768912,0.136357356,0.002710027,0.031165312,0.291327913,0.311653117,16,22
group_939,1036,280,0.025806045,0.084057212,0.000657462,0.020381328,0.023011177,0.978303748,164,116
tcyC,1037,420,0.005931775,0.052561464,0,0,0.001322751,0.939153439,299,121
group_1969,1041,3,0,0,0,0,0,0,3,0
group_1527,1042,419,0.008435596,0.013516383,0,0.002020202,0.008080808,0.056565657,298,121
group_2438,1044,4,0.001572327,0.001572327,0,0.001572327,0.003144654,0.003144654,3,1
group_4001,1046,419,0.0001361,0.000417424,0,0,0,0.003787879,298,121
pncC_2,1047,418,0.005567841,0.019872957,0,0.002057613,0.00617284,0.172839506,297,121
dsbA_2,1048,419,0.001460673,0.002431978,0,0.001550388,0.001550388,0.034108527,298,121
yigL,1049,394,0.000276381,0.000868674,0,0,0,0.005797101,273,121
rsmI_1,1050,417,0.00077641,0.000869804,0,0.001141553,0.001141553,0.005707763,296,121
group_223,1051,42,0.086400105,0.066179709,0.04587156,0.064220183,0.131498471,0.26911315,16,26
group_639,1052,43,0.012663285,0.01121286,0,0.013513514,0.022522523,0.036036036,16,27
pyrP,1053,419,0.007550866,0.064968532,0.000727802,0.001455604,0.002183406,0.925764192,298,121
group_1669,1056,3,0.078093597,0.087311296,0,0,0.175710594,0.175710594,3,0
group_1454,1057,2,0.109477124,0.109477124,0,0.109477124,0.218954248,0.218954248,1,1
group_1781,1058,417,7.84E-05,0.000651557,0,0,0,0.010928962,296,121
bfr_2,1059,417,0.000835634,0.001094597,0,0,0.002150538,0.004301075,296,121
rhlE_1,1060,419,0.002450529,0.001758731,0.001420455,0.002130682,0.003551136,0.020596591,298,121
group_263,1061,420,0.014953496,0.090995873,0,0,0.000949668,0.997150997,298,122
group_791,1062,419,0.004780999,0.040562553,0,0.001821494,0.003642987,0.600182149,298,121
hisD,1063,417,0.008393878,0.061445668,0,0.000775194,0.000775194,0.589922481,296,121
group_4041,1064,419,0.001009352,0.000924532,0,0.001207729,0.001207729,0.004830918,298,121
sdpR,1065,418,0.000941925,0.006561488,0,0,0,0.051282051,297,121
group_2478,1066,207,8.29E-05,0.000483352,0,0,0,0.005747126,136,71
group_2836,1067,8,0,0,0,0,0,0,7,1
group_2590,1069,2,0,0,0,0,0,0,0,2
group_1629,1071,2,0.010971055,0.010971055,0,0.010971055,0.02194211,0.02194211,1,1
relA,1073,416,0.029156151,0.157490202,0,0.000451671,0.004065041,0.955736224,295,121
group_3289,1075,2,0,0,0,0,0,0,2,0
group_1233,1076,419,0.00193274,0.019258612,0,0,0,0.200980392,298,121
group_310,1077,282,0.02870415,0.109473396,0.001623377,0.003246753,0.012987013,0.832792208,166,116
group_537,1078,282,0.011874462,0.064964366,0.000391696,0.000783392,0.001566784,0.987857423,165,117
group_979,1079,5,0.009185185,0.008256518,0,0.014814815,0.016666667,0.02037037,5,0
group_891,1080,417,0.001035244,0.00455638,0,0,0.001165501,0.064685315,296,121
group_2945,1081,2,0,0,0,0,0,0,0,2
group_2111,1083,418,0.000178708,0.000633675,0,0,0,0.004728132,297,121
virB4,1084,210,0.019483725,0.10593025,0,0,0.000389712,0.994154326,139,71
group_3608,1087,5,0,0,0,0,0,0,4,1
group_1929,1088,287,0.0048581,0.004422118,0.00245098,0.004901961,0.007352941,0.026960784,200,87
group_1567,1089,3,0.05815161,0.065015476,0,0,0.130841121,0.130841121,1,2
rsmE,1090,418,0.00346016,0.002456083,0.00137741,0.002754821,0.005509642,0.011019284,297,121
recQ,1091,417,0.001809514,0.000961691,0.000868056,0.001736111,0.002604167,0.005208333,296,121
group_1741,1092,418,0.000579184,0.000996058,0,0,0.002267574,0.004535147,297,121
pglF,1093,845,0.355576873,0.333650891,0.001918465,0.639328537,0.675779376,0.904076739,600,245
group_1166,1094,398,0.012584798,0.031570756,0,0.002724796,0.005449591,0.117166213,277,121
group_1494,1095,97,0.002652911,0.002490751,0,0.002583979,0.005167959,0.010335917,55,42
ddl,1099,419,0.000262005,0.00057897,0,0,0,0.004371585,298,121
group_2337,1100,5,0.001006289,0.001466906,0,0,0.003144654,0.003144654,3,2
group_2510,1101,12,0.000500866,0.000429571,0,0.000487329,0.000974659,0.001461988,0,12
group_962,1102,5,0.234074074,0.233828658,0,0.072310406,0.440035273,0.511463845,2,3
group_711,1103,413,0.005738411,0.052106587,0,0,0.00209205,0.947698745,292,121
group_136,1104,449,0.164201265,0.242219885,0.007246377,0.013043478,0.436231884,0.997101449,310,139
nuoL,1105,418,0.023154396,0.015328569,0.008888889,0.020740741,0.036049383,0.057777778,297,121
lplT,1106,419,0.010886448,0.07488022,0.000762777,0.001525553,0.00228833,0.947368421,298,121
group_1015,1108,405,0.002193487,0.003340846,0,0,0.006666667,0.013333333,284,121
group_1632,1109,6,0.009791401,0.013941291,0,0.001676245,0.031130268,0.033524904,5,1
group_3147,1111,2,0,0,0,0,0,0,2,0
group_1841,1113,417,0.000402192,0.001314287,0,0,0.001054852,0.01371308,296,121
zraR,1114,419,0.007616088,0.058635673,0.000579374,0.003476246,0.005214368,0.960602549,297,122
iga,1115,442,0.163500289,0.224871218,0.011140369,0.114239417,0.124367025,0.968604416,316,126
cah,1116,419,0.00011248,0.000375501,0,0,0,0.002635046,298,121
group_2191,1117,417,0.001368306,0.001747785,0,0.002083333,0.002083333,0.016666667,296,121
group_2463,1118,207,7.16E-05,0.000360813,0,0,0,0.003724395,136,71
group_278,1119,7,0.306755079,0.193347242,0.097588978,0.322617681,0.409873708,0.640642939,4,3
mafA1,1120,411,0.080615018,0.191877764,0.003181336,0.004241782,0.011664899,0.938494168,291,120
pqiB,1121,420,0.005554235,0.060317017,0.00060024,0.00060024,0.00120048,0.971788715,298,122
group_1380,1122,417,0.000462594,0.002781344,0,0,0,0.041050903,296,121
truC,1123,419,0.010312452,0.069005809,0,0,0,0.97752809,297,122
group_1055,1124,419,0.001804002,0.023899272,0,0,0,0.351598174,298,121
group_1801,1125,393,0.000813375,0.001907349,0,0,0,0.010416667,295,98
group_622,1128,9,0.037530864,0.034552907,0,0.04,0.05,0.12,9,0
group_2204,1129,417,0.00130909,0.00232394,0,0,0,0.01010101,296,121
fabG_1,1132,457,0.169066068,0.259489109,0.003003003,0.006006006,0.384384384,0.986486486,327,130
group_3249,1134,5,0,0,0,0,0,0,5,0
group_1126,1135,399,0.002355014,0.003227886,0,0,0.005291005,0.015873016,293,106
dacC_2,1139,419,0.001665629,0.001135769,0.000852515,0.00170503,0.002557545,0.005967604,298,121
nusA,1140,417,0.022830985,0.118239512,0.000665336,0.000665336,0.001330672,0.671324019,296,121
group_922,1141,30,0.031235828,0.115593461,0,0,0,0.481292517,28,2
group_176,1142,373,0.175787729,0.186487588,0.008695652,0.136231884,0.347826087,0.971014493,266,107
group_751,1143,281,0.011151556,0.036130899,0,0,0.002923977,0.33625731,165,116
leuS,1144,418,0.000961629,0.000878426,0.000379219,0.000758438,0.001137656,0.007205157,297,121
group_484,1145,17,0.167033658,0.217829816,0.003787879,0.007575758,0.454545455,0.462121212,14,3
group_2550,1146,2,0,0,0,0,0,0,0,2
ftsK_2,1148,419,0.000698358,0.000576214,0,0.000820008,0.000820008,0.003280033,298,121
group_70,1150,45,0.231564207,0.215037591,0.019768234,0.172460804,0.411724608,0.903885481,39,6
group_4081,1151,419,0.001050966,0.001049347,0,0.001926782,0.001926782,0.005780347,298,121
group_26,1152,584,0.349874182,0.280941466,0.02877193,0.301754386,0.679298246,0.922807018,418,166
group_974,1155,4,0.014322917,0.012691138,0,0.013888889,0.026041667,0.03125,4,0
fdx_2,1156,418,0.002727476,0.007922607,0,0,0,0.051587302,297,121
group_707,1157,420,0.007589785,0.062730272,0,0.001587302,0.003174603,0.777777778,299,121
group_120,1158,412,0.17897844,0.242956143,0.004065041,0.008130081,0.280487805,0.824186992,295,117
lldD,1159,418,0.001180203,0.000923889,0.000852515,0.000852515,0.00170503,0.00511509,297,121
yfcA,1160,420,0.109875298,0.158998461,0.001267427,0.002534854,0.328263625,0.906210393,299,121
rsmH,1161,419,0.000408359,0.002217306,0,0,0,0.03343465,298,121
traC,1162,282,0.014409037,0.083912318,0,0.000387898,0.000387898,0.986423584,165,117
group_1482,1163,34,0.002864903,0.002897455,0,0.005376344,0.005376344,0.010752688,29,5
group_3022,1164,2,0,0,0,0,0,0,2,0
pdxH,1165,419,0.002247528,0.030338447,0,0,0,0.442338073,298,121
group_3605,1166,2,0,0,0,0,0,0,2,0
group_1924,1167,418,0.000628264,0.001227891,0,0,0,0.007407407,297,121
mdtK,1168,420,0.006824929,0.050393944,0.000724638,0.002898551,0.002898551,0.994202899,299,121
virB9,1169,3,0,0,0,0,0,0,0,3
group_2475,1170,208,0.000390047,0.001904915,0,0,0,0.020833333,137,71
group_2252,1171,3,0.002154882,0.001960972,0,0.001212121,0.003636364,0.004848485,3,0
apbE_1,1174,622,0.452050374,0.340536068,0.000982318,0.475442043,0.623772102,0.991159136,433,189
group_807,1175,415,0.000123075,0.001019886,0,0,0,0.017094017,294,121
ycbX,1176,419,0.000658703,0.001368777,0,0,0,0.006872852,298,121
hisI,1177,418,0.0005686,0.002955706,0,0,0,0.031862745,297,121
clpX,1178,419,0.002184712,0.002190782,0,0.000803213,0.004819277,0.007228916,298,121
group_1003,1179,4,0.010638298,0.008103611,0.003546099,0.011820331,0.01536643,0.023640662,4,0
group_1624,1180,419,0.00694816,0.005122741,0.003284072,0.006020799,0.010946907,0.031198686,298,121
trpE,1181,417,0.005598882,0.056334161,0,0.000677507,0.001355014,0.783197832,296,121
group_3151,1183,3,0.001905442,0.002130349,0,0,0.004287245,0.004287245,1,2
group_3284,1184,8,0.01099537,0.011206549,0,0.012345679,0.018518519,0.037037037,8,0
glyQ,1185,417,0.000832243,0.000842065,0,0.001114827,0.001114827,0.004459309,296,121
def1,1186,416,0.000894173,0.001025115,0,0,0.001984127,0.005952381,295,121
xerD,1187,419,0.001138061,0.00094312,0,0.001141553,0.002283105,0.00456621,298,121
group_409,1188,419,0.004214103,0.02463558,0,0,0,0.299319728,298,121
group_634,1189,10,0.06804878,0.108483468,0,0.028455285,0.056910569,0.329268293,10,0
group_2435,1190,5,0,0,0,0,0,0,5,0
group_2993,1191,9,0,0,0,0,0,0,7,2
group_2608,1192,13,0.001054543,0.001038876,0,0.001650165,0.001650165,0.00330033,8,5
katA,1193,417,0.00012118,0.000288465,0,0,0,0.002640264,296,121
exbD,1194,416,0.00177204,0.001575717,0,0.002298851,0.002298851,0.009195402,295,121
rpmF,1195,418,0.000235101,0.001120936,0,0,0,0.011111111,297,121
group_1396,1196,109,0.000247351,0.001279475,0,0,0,0.013605442,106,3
group_1817,1197,417,0.000157361,0.000676113,0,0,0,0.006006006,296,121
group_3111,1198,2,0,0,0,0,0,0,2,0
group_3736,1199,2,0,0,0,0,0,0,0,2
group_934,1200,208,0.025029485,0.057223859,0.000829187,0.001658375,0.039800995,0.430348259,137,71
group_2693,1204,6,0.00028165,0.000314895,0,0,0.000633714,0.000633714,5,1
group_2289,1205,181,0.000130091,0.000870302,0,0,0,0.005952381,133,48
spuD_1,1206,429,0.04653758,0.144129451,0.001754386,0.003508772,0.004385965,0.998245614,307,122
resA_2,1207,417,0.000338142,0.000863643,0,0,0,0.008281573,296,121
ggt_2,1208,401,0.04815607,0.048150325,0,0.014373717,0.094455852,0.23613963,295,106
group_1130,1211,398,0.000107524,0.001069866,0,0,0,0.010752688,279,119
group_3062,1214,8,0,0,0,0,0,0,0,8
thiB,1215,418,0.006177577,0.044063123,0.00098912,0.001978239,0.002967359,0.49851632,297,121
efeU_1,1216,2,0,0,0,0,0,0,1,1
gluQ,1217,417,0.008210698,0.064219642,0.001126126,0.001126126,0.002252252,0.658783784,296,121
prmA,1218,419,0.003623545,0.002912314,0.001126126,0.003378378,0.005630631,0.027027027,298,121
group_3463,1221,5,0.003933806,0.003010361,0,0.004728132,0.006146572,0.008037825,3,2
parA,1222,277,0.003841589,0.021553907,0,0.001126126,0.001126126,0.157657658,163,114
group_1531,1223,43,0.006227773,0.012244804,0,0,0,0.03030303,8,35
kdsC,1224,417,0.000660881,0.000917534,0,0,0.001862197,0.005586592,296,121
mltD,1225,420,0.004981251,0.052659105,0,0.000505561,0.000505561,0.968655207,299,121
group_2688,1227,2,0,0,0,0,0,0,2,0
group_2292,1228,3,0.003267974,0.002830148,0,0.00245098,0.004901961,0.007352941,3,0
group_346,1230,17,0.060350504,0.054084341,0.016194332,0.028340081,0.12145749,0.141700405,5,12
nqrF,1231,419,0.000765924,0.001010924,0,0,0.001642036,0.004926108,298,121
group_489,1232,6,0.217298539,0.219945875,0.013293944,0.173559823,0.453471196,0.686853767,5,1
rimI,1233,418,0.003103255,0.002383028,0,0.002267574,0.004535147,0.011337868,297,121
rpsP,1236,419,0.000135037,0.000921528,0,0,0,0.012195122,298,121
group_1058,1237,417,0.000737711,0.007712575,0,0,0,0.11342155,296,121
group_1265,1238,417,0.00257724,0.022692635,0.000745712,0.000745712,0.001491424,0.331096197,296,121
rmlC,1239,417,0.002445964,0.002085297,0,0.001792115,0.003584229,0.008960573,296,121
gpmA,1240,418,0.001512829,0.020251215,0,0,0,0.295321637,297,121
rplM,1241,417,0.002601436,0.002090339,0,0.002314815,0.00462963,0.009259259,296,121
suhB_2,1242,419,0.002294469,0.0016176,0.001272265,0.002544529,0.003816794,0.006361323,298,121
group_2860,1243,2,0.001718213,0.001718213,0,0.001718213,0.003436426,0.003436426,2,0
group_2988,1244,4,0.000838926,0.001083049,0,0,0.002237136,0.002237136,0,4
group_2613,1245,2,0,0,0,0,0,0,2,0
queC,1246,418,0.006521133,0.015014167,0.001481481,0.005925926,0.008888889,0.237037037,297,121
group_412,1247,211,0.058815587,0.076976958,0,0.003831418,0.16091954,0.172413793,180,31
mtnN,1248,419,0.002136026,0.001783462,0,0.001424501,0.004273504,0.00997151,298,121
msbA,1249,418,0.005758644,0.010052844,0.003210273,0.0058855,0.007490637,0.148207598,297,121
group_275,1254,30,0.140594315,0.167800152,0,0.01744186,0.275193798,0.573643411,30,0
prsA_1,1255,419,0.01072658,0.076157497,0,0.001001001,0.001001001,0.994994995,298,121
yccS,1256,421,0.013788106,0.069958342,0.001347709,0.002246181,0.007187781,0.931716083,299,122
group_2249,1257,251,0.001783352,0.0023583,0,0,0.004901961,0.004901961,135,116
group_2820,1258,4,0,0,0,0,0,0,4,0
group_2586,1260,2,0.000474834,0.000474834,0,0.000474834,0.000949668,0.000949668,0,2
group_3423,1261,2,0.000905797,0.000905797,0,0.000905797,0.001811594,0.001811594,2,0
leuD1,1263,418,0.002264794,0.013752914,0,0,0,0.093175853,297,121
group_1356,1265,417,0.010158344,0.015515128,0,0.01010101,0.01010101,0.060606061,296,121
group_1571,1266,14,0.000961254,0.002457967,0,0,0,0.007246377,8,6
priA,1267,420,0.025284042,0.102616525,0.000913242,0.001369863,0.002283105,0.978538813,299,121
nadC,1268,419,0.013307506,0.045763571,0.005537099,0.009966777,0.015503876,0.684385382,298,121
group_521,1269,418,0.05652321,0.104270195,0.001207729,0.013285024,0.02173913,0.370772947,297,121
group_887,1270,157,0.002498578,0.010338735,0,0.001650165,0.001650165,0.092409241,145,12
group_2720,1272,5,0,0,0,0,0,0,1,4
group_2107,1273,418,0.001936611,0.001632405,0.00118624,0.00118624,0.003558719,0.008303677,297,121
sucB,1274,419,0.018583492,0.071624765,0.000846024,0.002538071,0.004230118,0.431472081,298,121
dnaA,1275,418,0.003420262,0.031091523,0,0.000642261,0.000642261,0.367373154,297,121
group_2817,1276,4,0.001436782,0.001854877,0,0,0.003831418,0.003831418,3,1
group_2459,1277,13,0,0,0,0,0,0,13,0
group_2664,1278,2,0,0,0,0,0,0,2,0
sstT,1279,417,0.000719869,0.000743326,0,0.000813008,0.000813008,0.007317073,296,121
secF,1280,419,0.000777544,0.001037579,0,0,0.001068376,0.00534188,298,121
group_4060,1282,419,0.00188798,0.001494509,0,0.001972387,0.003944773,0.007889546,298,121
group_91,1283,57,0.015611123,0.008650858,0.01010101,0.013468013,0.02020202,0.043771044,30,27
group_242,1284,108,0.019936822,0.016459809,0,0.030894309,0.035772358,0.045528455,86,22
group_197,1285,491,0.288710058,0.28151144,0.003490401,0.155322862,0.523560209,0.848167539,363,128
group_1608,1286,130,0.005621124,0.019166678,0,0,0.003003003,0.084084084,96,34
group_3095,1287,8,0.001051683,0.001422664,0,0,0.001602564,0.004807692,6,2
group_1993,1290,417,0.001395327,0.000959045,0.000865801,0.001731602,0.001731602,0.004329004,296,121
group_1435,1291,418,0.003558723,0.01581587,0,0.002057613,0.004115226,0.234567901,297,121
alaS,1292,417,0.001622339,0.001328038,0.000376223,0.001128668,0.002633559,0.006019564,296,121
rpsG,1293,416,0.000328379,0.001602874,0,0,0,0.023354565,295,121
cysW_1,1294,419,0.00050478,0.000536067,0,0.000653595,0.000653595,0.003921569,298,121
uup,1295,419,0.013193402,0.081880108,0.000523013,0.001046025,0.001569038,0.97332636,297,122
ispB,1296,418,0.00092575,0.00141611,0,0,0.001013171,0.01621074,297,121
group_4113,1297,419,0.00051644,0.001358687,0,0,0,0.00952381,298,121
ssbB,1298,207,7.49E-05,0.000436632,0,0,0,0.005208333,136,71
potA_1,1299,416,0.000534184,0.000600126,0,0,0.001061571,0.003184713,295,121
group_958,1302,9,0.066342437,0.100335061,0,0.006734007,0.047138047,0.296296296,9,0
group_516,1303,364,0.009789661,0.04537527,0,0.002597403,0.005194805,0.644155844,281,83
yajR,1304,419,0.002396907,0.017607215,0.000712251,0.000712251,0.001424501,0.284900285,298,121
rimI_1,1305,417,0.001870037,0.001601673,0,0.00203252,0.00203252,0.008130081,296,121
ngoMIVR,1306,419,0.01076185,0.076420639,0,0.00116144,0.00116144,0.944250871,298,121
gutB,1307,421,0.013136818,0.073365806,0,0.000938086,0.001876173,0.975609756,299,122
folE2,1308,419,0.000456742,0.000728643,0,0,0.00129199,0.003875969,298,121
group_1693,1312,2,0.010526316,0.010526316,0,0.010526316,0.021052632,0.021052632,2,0
group_1546,1313,4,0.121462264,0.156807109,0,0,0.323899371,0.323899371,1,3
murG,1314,419,0.000598403,0.000612259,0,0.00093633,0.00093633,0.002808989,298,121
icsA,1315,552,0.27550329,0.215873692,0.076309227,0.206982544,0.404488778,0.930174564,366,186
lptC,1316,417,0.004087333,0.01419271,0.001718213,0.003436426,0.005154639,0.152920962,296,121
group_918,1317,3,0.194674013,0.160095947,0,0.20661157,0.236914601,0.432506887,3,0
group_556,1318,285,0.014573159,0.087173675,0.000931099,0.001862197,0.003724395,0.961824953,199,86
group_299,1319,418,0.018344326,0.012477448,0.002109705,0.025316456,0.02742616,0.040084388,297,121
group_2924,1320,3,0,0,0,0,0,0,0,3
group_2482,1321,182,0.000104082,0.000698237,0,0,0,0.00952381,143,39
group_2757,1322,3,0,0,0,0,0,0,3,0
ftsL,1323,419,0.0015633,0.002395805,0,0,0.003787879,0.015151515,298,121
cysI_1,1326,417,0.039153609,0.108567969,0.000715308,0.001430615,0.018597997,0.424892704,296,121
group_1506,1328,27,0.001954263,0.007051404,0,0,0,0.02739726,27,0
group_1948,1329,397,0,0,0,0,0,0,289,108
pgsA,1330,417,0.002150389,0.017647895,0,0.00177305,0.00177305,0.258865248,296,121
group_618,1332,31,0.012589011,0.010382529,0.001633987,0.008169935,0.022875817,0.032679739,23,8
group_983,1333,4,0.09264432,0.080078548,0,0.110800745,0.166201117,0.17877095,4,0
nhaC,1334,419,0.000942651,0.000831656,0,0.000724638,0.001449275,0.005072464,298,121
ygbN,1335,421,0.176021148,0.182412712,0.002881844,0.007204611,0.350864553,0.997118156,300,121
dnaX_2,1336,419,0.018056294,0.115643557,0.00045106,0.00090212,0.00135318,0.932792061,298,121
group_2857,1337,3,0,0,0,0,0,0,3,0
group_2003,1339,418,0.004399377,0.004058609,0,0.003591954,0.006465517,0.029454023,297,121
pdhR,1341,416,0.000927964,0.000846693,0,0.001282051,0.001282051,0.003846154,295,121
cpxR,1342,419,0.000273174,0.000606376,0,0,0,0.004424779,298,121
group_3300,1343,2,0,0,0,0,0,0,2,0
group_3969,1345,419,0.000382936,0.001180349,0,0,0,0.007142857,298,121
group_1648,1346,3,0.108932462,0.121790195,0,0,0.245098039,0.245098039,0,3
group_1475,1347,2,0.094771242,0.094771242,0,0.094771242,0.189542484,0.189542484,2,0
group_1187,1348,280,0.005532056,0.009833667,0,0.001269036,0.012690355,0.110406091,164,116
group_1586,1349,4,0.095663265,0.123500744,0,0,0.255102041,0.255102041,0,4
group_1653,1350,2,0.012295082,0.012295082,0,0.012295082,0.024590164,0.024590164,2,0
group_1820,1351,417,0.001114624,0.001013912,0,0.001468429,0.001468429,0.005873715,296,121
purD,1354,418,0.001035488,0.001162188,0,0.000786164,0.001572327,0.006289308,297,121
